PRISM Time Series Data
Location:  Lat: 40.8043   Lon: -74.7792   Elev: 863ft
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 2000-01-01 - 2022-01-01
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2024-Mar-22
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
2003-08-05,0.62,70.3,73.2,76.1,70.4,0.45,3.97
2003-08-06,2.21,66.2,72.6,78.9,67.5,0.20,8.40
2003-08-07,0.01,66.0,69.0,71.9,65.4,0.39,2.86
2003-08-08,0.12,67.9,70.1,72.3,67.5,0.44,2.28
2003-08-09,0.02,68.4,73.6,78.7,67.7,0.51,10.11
2003-08-10,1.17,68.7,70.4,72.1,70.0,0.02,2.16
2003-08-11,0.27,67.8,73.2,78.6,69.9,0.01,6.85
2003-08-12,0.84,68.4,70.0,71.7,69.2,0.15,2.72
2003-08-13,0.00,68.3,72.1,75.9,69.4,0.05,4.58
2003-08-14,0.00,67.6,74.0,80.4,68.8,0.67,10.43
2003-08-15,0.00,63.9,72.9,82.0,65.5,0.68,13.80
2003-08-16,0.00,64.4,72.2,80.0,64.7,0.12,17.12
2003-08-17,0.03,64.5,71.3,78.0,66.8,0.17,6.10
2003-08-18,0.05,60.5,65.8,71.2,61.7,1.05,6.32
2003-08-19,0.00,60.0,67.0,74.0,60.3,0.47,12.45
2003-08-20,0.00,60.0,69.3,78.5,60.7,0.65,14.98
2003-08-21,0.00,59.8,70.1,80.4,62.7,0.00,16.85
2003-08-22,0.00,61.6,71.9,82.2,68.4,0.00,12.67
2003-08-23,0.02,60.2,72.2,84.2,65.7,2.08,11.91
2003-08-24,0.00,52.9,63.2,73.5,47.8,3.32,17.97
2003-08-25,0.00,53.9,63.0,72.2,47.5,1.06,17.01
2003-08-26,0.00,55.9,67.0,78.2,60.7,0.00,13.03
2003-08-27,0.00,64.1,70.1,76.1,65.6,0.23,8.40
2003-08-28,0.00,61.9,69.9,78.0,60.2,2.79,14.21
2003-08-29,0.00,53.5,63.7,73.9,53.4,0.52,15.30
2003-08-30,0.36,57.9,68.2,78.6,68.2,0.07,9.17
2003-08-31,0.01,57.2,66.5,75.8,57.9,2.73,8.17
2003-09-01,0.15,58.3,63.2,68.1,55.0,0.51,9.20
2003-09-02,1.20,58.8,61.1,63.3,59.9,0.34,1.68
2003-09-03,0.32,58.4,59.8,61.2,57.4,0.93,2.10
2003-09-04,0.27,58.6,61.6,64.6,61.6,0.04,1.08
2003-09-05,0.08,52.2,61.4,70.6,61.4,0.00,5.03
2003-09-06,0.00,51.8,59.9,68.0,52.9,0.95,7.58
2003-09-07,0.00,48.3,58.3,68.3,51.6,0.07,9.08
2003-09-08,0.00,48.1,60.1,72.2,55.4,0.00,12.16
2003-09-09,0.00,50.4,60.3,70.3,57.7,0.00,8.22
2003-09-10,0.00,50.1,58.3,66.4,51.0,0.51,9.16
2003-09-11,0.00,50.1,60.2,70.4,52.2,0.15,11.07
2003-09-12,0.00,50.6,63.8,77.0,55.6,0.42,15.74
2003-09-13,0.13,56.6,60.6,64.6,53.0,0.24,9.88
2003-09-14,0.68,62.4,65.9,69.5,64.9,0.42,1.64
2003-09-15,2.85,68.4,71.2,73.9,69.5,0.23,2.30
2003-09-16,0.53,62.4,67.4,72.4,65.1,0.82,4.38
2003-09-17,0.00,48.2,59.2,70.2,51.7,0.05,12.27
2003-09-18,0.00,48.3,59.3,70.3,52.9,0.00,10.94
2003-09-19,0.63,56.1,63.6,71.1,58.2,0.01,9.14
2003-09-20,0.12,62.7,70.6,78.6,63.9,0.99,12.68
2003-09-21,0.00,53.7,63.9,74.2,58.1,1.02,9.50
2003-09-22,0.00,55.9,63.2,70.6,52.2,1.61,13.11
2003-09-23,0.51,58.5,63.6,68.7,61.0,0.47,7.26
2003-09-24,1.33,46.5,58.5,70.5,52.3,0.25,12.03
2003-09-25,0.00,46.4,56.4,66.4,50.1,0.00,10.74
2003-09-26,0.07,48.9,60.4,72.0,58.6,0.00,8.50
2003-09-27,0.00,59.6,64.2,68.9,58.9,0.38,6.64
2003-09-28,1.04,63.9,69.1,74.3,65.2,0.47,6.80
2003-09-29,0.00,48.5,56.4,64.4,51.7,0.16,4.76
2003-09-30,0.04,42.2,51.1,59.9,44.5,0.42,7.03
2003-10-01,0.00,42.2,50.0,57.8,41.6,0.33,8.45
2003-10-02,0.00,38.0,45.8,53.6,41.3,0.30,4.98
2003-10-03,0.00,30.3,39.9,49.5,31.7,0.15,6.61
2003-10-04,0.02,31.8,42.0,52.3,34.1,0.00,7.82
2003-10-05,0.17,28.7,41.4,54.1,41.3,0.00,3.74
2003-10-06,0.00,30.4,41.1,51.8,34.9,0.00,5.96
2003-10-07,0.00,30.4,41.2,52.0,33.6,0.04,6.69
2003-10-08,0.00,39.8,50.2,60.6,40.7,0.19,10.09
2003-10-09,0.00,44.6,55.6,66.5,48.9,0.22,9.22
2003-10-10,0.00,46.6,59.4,72.2,54.7,0.00,11.67
2003-10-11,0.00,46.5,54.8,63.1,51.6,0.05,5.35
2003-10-12,0.00,46.4,59.2,72.0,48.2,0.54,14.39
2003-10-13,0.00,40.8,52.5,64.2,49.3,0.00,4.73
2003-10-14,0.00,40.2,54.9,69.5,42.6,0.05,16.21
2003-10-15,1.68,51.7,56.2,60.6,49.8,0.50,5.70
2003-10-16,0.00,40.6,48.1,55.7,33.6,1.89,9.15
2003-10-17,0.02,40.2,49.9,59.6,37.4,0.72,10.29
2003-10-18,0.21,38.4,44.4,50.5,37.4,0.21,6.10
2003-10-19,0.00,38.3,45.2,52.1,35.9,0.22,7.44
2003-10-20,0.02,38.1,44.8,51.5,35.4,1.09,4.56
2003-10-21,0.00,40.2,47.5,54.8,39.8,0.86,7.38
2003-10-22,0.00,46.0,57.1,68.1,46.1,1.47,11.11
2003-10-23,0.00,32.2,40.0,47.9,29.4,0.94,4.57
2003-10-24,0.00,26.6,33.5,40.4,22.3,0.42,4.66
2003-10-25,0.04,24.5,36.5,48.5,26.1,0.12,7.15
2003-10-26,0.00,25.0,40.8,56.6,40.3,0.53,8.36
2003-10-27,1.13,56.4,60.4,64.4,57.4,0.30,5.26
2003-10-28,1.85,36.3,48.4,60.5,47.2,0.24,2.45
2003-10-29,1.60,36.5,45.6,54.7,39.6,0.05,8.40
2003-10-30,0.35,34.3,43.3,52.3,40.6,0.23,3.28
2003-10-31,0.00,36.5,46.8,57.0,36.4,0.22,8.88
2003-11-01,0.00,43.7,55.3,66.9,46.7,0.30,11.50
2003-11-02,0.00,50.1,61.6,73.1,52.7,0.92,12.52
2003-11-03,0.06,50.0,58.4,66.7,52.2,0.21,9.01
2003-11-04,0.00,49.9,63.4,77.0,54.1,0.34,15.92
2003-11-05,0.06,46.6,53.9,61.3,48.9,0.05,5.50
2003-11-06,0.25,50.3,53.7,57.1,51.7,0.39,1.80
2003-11-07,0.13,44.4,49.5,54.5,45.2,0.54,3.24
2003-11-08,0.00,27.5,40.2,52.9,29.2,1.25,7.58
2003-11-09,0.00,20.3,29.5,38.6,12.0,0.81,5.62
2003-11-10,0.00,16.7,28.8,41.0,15.2,0.13,6.33
2003-11-11,0.00,17.0,31.1,45.2,18.8,0.02,7.42
2003-11-12,0.21,26.6,35.8,45.0,35.8,0.00,3.34
2003-11-13,0.11,44.2,49.4,54.5,47.6,0.04,5.92
2003-11-14,0.00,30.6,36.4,42.2,19.1,2.24,5.04
2003-11-15,0.00,23.7,33.0,42.3,20.2,0.67,5.58
2003-11-16,0.00,23.1,33.8,44.5,22.4,0.02,6.25
2003-11-17,0.00,32.9,38.9,44.9,33.9,0.52,4.05
2003-11-18,0.00,39.9,44.9,50.0,40.8,0.31,3.22
2003-11-19,0.12,43.0,48.0,52.9,46.4,0.29,1.23
2003-11-20,2.06,44.2,53.6,62.9,51.6,0.02,3.88
2003-11-21,0.04,35.8,42.2,48.5,31.7,1.26,5.47
2003-11-22,0.00,37.7,51.2,64.8,37.4,0.76,13.10
2003-11-23,0.00,32.3,47.7,63.0,36.3,0.14,12.20
2003-11-24,0.00,32.5,44.8,57.2,38.2,0.07,7.29
2003-11-25,0.24,30.4,44.7,58.9,37.8,0.20,7.73
2003-11-26,0.00,26.5,33.7,40.9,24.0,0.28,4.43
2003-11-27,0.00,26.6,32.6,38.5,28.8,0.14,3.03
2003-11-28,0.08,30.3,41.8,53.2,35.6,0.32,9.03
2003-11-29,1.08,34.9,47.1,59.2,44.1,0.01,3.14
2003-11-30,0.00,30.8,35.9,41.0,21.9,1.39,4.84
2003-12-01,0.00,33.4,39.2,45.1,25.8,1.99,5.57
2003-12-02,0.04,25.3,36.5,47.7,22.1,0.52,6.56
2003-12-03,0.00,15.5,24.0,32.5,8.9,0.68,3.68
2003-12-04,0.00,17.5,23.1,28.7,9.7,0.68,3.26
2003-12-05,0.00,17.5,27.3,37.0,18.2,0.40,4.46
2003-12-06,0.77,21.3,24.4,27.5,21.1,0.18,1.07
2003-12-07,0.15,20.7,21.3,21.9,17.9,0.28,0.85
2003-12-08,0.00,21.9,24.6,27.3,12.6,1.46,2.17
2003-12-09,0.00,19.8,28.0,36.2,17.2,0.69,4.05
2003-12-10,0.00,19.3,27.1,34.8,22.6,0.20,3.01
2003-12-11,1.34,29.9,41.8,53.7,40.1,0.26,3.03
2003-12-12,0.82,32.5,42.8,53.0,34.0,0.14,3.28
2003-12-13,0.00,32.8,36.7,40.5,17.2,2.91,5.03
2003-12-14,0.01,21.3,26.8,32.3,11.0,0.88,3.97
2003-12-15,1.07,18.9,26.1,33.3,25.1,0.11,1.49
2003-12-16,0.00,23.0,26.8,30.6,22.1,0.41,1.68
2003-12-17,0.11,22.8,33.1,43.4,28.0,0.13,4.61
2003-12-18,0.82,27.2,32.6,38.0,29.0,0.03,2.07
2003-12-19,0.00,25.3,29.3,33.3,18.5,1.06,3.00
2003-12-20,0.00,25.4,28.6,31.8,19.5,0.82,2.90
2003-12-21,0.00,17.0,25.9,34.8,16.3,0.41,3.40
2003-12-22,0.00,23.2,28.9,34.6,15.6,1.22,3.89
2003-12-23,0.00,23.9,35.2,46.5,25.0,0.63,6.74
2003-12-24,0.65,33.2,42.7,52.1,34.5,0.00,7.93
2003-12-25,1.05,33.3,44.1,54.8,41.1,0.15,2.22
2003-12-26,0.00,29.7,33.6,37.4,22.2,1.52,3.00
2003-12-27,0.00,29.7,34.4,39.1,23.0,1.79,3.87
2003-12-28,0.00,23.7,36.2,48.8,24.5,0.50,6.85
2003-12-29,0.00,21.7,36.6,51.5,21.8,0.19,10.15
2003-12-30,0.04,22.3,37.0,51.7,28.8,0.21,8.06
2003-12-31,0.00,30.2,38.8,47.5,26.2,0.47,5.30
2004-01-01,0.00,29.3,36.0,42.7,23.3,1.23,4.97
2004-01-02,0.00,28.9,36.0,43.0,22.0,0.93,5.77
2004-01-03,0.07,33.0,38.9,44.8,33.9,0.33,3.56
2004-01-04,0.06,39.4,47.2,55.0,44.2,0.03,4.57
2004-01-05,0.64,34.6,42.0,49.4,35.7,0.24,2.93
2004-01-06,0.18,30.4,32.8,35.2,28.8,0.36,2.15
2004-01-07,0.00,10.9,22.9,34.8,8.3,0.76,3.85
2004-01-08,0.00,11.0,15.7,20.5,2.5,0.69,2.38
2004-01-09,0.00,12.8,19.9,27.0,10.4,0.63,2.67
2004-01-10,0.00,-5.3,3.5,12.4,-10.8,0.39,1.82
2004-01-11,0.00,-3.4,3.8,11.1,-9.8,0.32,1.61
2004-01-12,0.00,6.5,13.8,21.2,6.2,0.67,2.33
2004-01-13,0.00,22.5,27.7,32.9,23.9,0.26,2.04
2004-01-14,0.00,4.7,21.5,38.2,9.1,0.71,3.35
2004-01-15,0.33,4.4,8.5,12.6,-0.8,0.25,1.54
2004-01-16,0.00,-4.9,5.9,16.7,-9.8,0.25,1.81
2004-01-17,0.00,5.5,12.8,20.2,2.5,0.92,1.96
2004-01-18,0.07,16.7,23.9,31.1,16.4,0.26,3.25
2004-01-19,0.41,15.2,23.4,31.6,18.7,0.02,2.22
2004-01-20,0.00,13.0,18.9,24.7,5.5,0.82,2.49
2004-01-21,0.00,6.8,16.9,27.1,3.6,0.45,3.09
2004-01-22,0.00,6.6,15.8,25.0,5.4,0.29,2.74
2004-01-23,0.00,5.5,21.2,36.9,7.0,0.50,3.72
2004-01-24,0.00,4.1,10.9,17.6,-5.3,0.32,2.31
2004-01-25,0.00,-1.1,9.1,19.2,-4.2,0.25,2.09
2004-01-26,0.03,0.5,7.2,13.9,-3.9,0.43,1.77
2004-01-27,0.00,10.0,12.1,14.2,1.0,0.47,1.69
2004-01-28,0.60,12.2,15.5,18.8,12.5,0.17,0.79
2004-01-29,0.00,13.0,20.2,27.4,10.7,0.30,2.45
2004-01-30,0.00,4.4,15.8,27.2,-1.8,0.59,3.64
2004-01-31,0.00,4.6,14.0,23.3,-0.3,0.56,2.71
2004-02-01,0.00,13.3,19.2,25.2,4.5,1.13,2.67
2004-02-02,0.00,8.5,21.1,33.8,10.5,0.28,3.74
2004-02-03,0.00,16.0,28.1,40.2,15.5,0.60,5.12
2004-02-04,0.47,17.7,26.9,36.0,26.9,0.05,2.41
2004-02-05,0.00,20.3,30.4,40.5,15.7,1.21,5.30
2004-02-06,0.17,21.0,26.6,32.2,16.8,0.34,3.42
2004-02-07,1.50,27.4,32.5,37.5,31.6,0.00,1.10
2004-02-08,0.00,14.2,26.4,38.6,17.4,0.14,3.49
2004-02-09,0.00,8.6,18.6,28.6,5.4,0.28,3.46
2004-02-10,0.00,9.8,24.1,38.5,20.5,0.21,4.51
2004-02-11,0.00,28.5,36.5,44.6,20.9,0.77,6.27
2004-02-12,0.00,17.9,27.8,37.7,12.0,0.64,5.25
2004-02-13,0.00,18.2,28.6,39.1,18.1,0.51,4.98
2004-02-14,0.00,25.0,32.0,38.9,18.6,1.03,4.54
2004-02-15,0.00,16.2,26.4,36.6,15.1,0.53,4.21
2004-02-16,0.00,3.9,10.6,17.4,-5.7,0.69,2.11
2004-02-17,0.00,4.6,17.7,30.8,1.6,0.46,4.48
2004-02-18,0.00,11.1,22.4,33.7,15.2,0.26,3.77
2004-02-19,0.00,24.4,32.7,40.9,13.9,1.00,6.24
2004-02-20,0.00,24.9,33.6,42.4,23.3,0.50,4.59
2004-02-21,0.03,30.7,35.9,41.1,26.8,0.52,4.16
2004-02-22,0.00,30.6,39.3,48.0,25.7,0.25,6.71
2004-02-23,0.00,22.8,30.4,38.1,17.8,0.99,4.26
2004-02-24,0.00,23.2,33.0,42.9,18.2,0.79,6.40
2004-02-25,0.12,18.4,25.0,31.5,15.8,0.24,3.09
2004-02-26,0.00,18.6,27.8,36.9,6.4,1.16,5.40
2004-02-27,0.00,23.1,32.2,41.2,9.2,1.89,6.33
2004-02-28,0.00,21.2,33.5,45.7,6.9,1.28,8.30
2004-02-29,0.00,21.2,36.7,52.2,16.2,0.43,10.40
2004-03-01,0.00,20.7,37.6,54.6,20.3,0.15,11.09
2004-03-02,0.02,30.3,45.4,60.4,26.8,0.77,13.20
2004-03-03,0.00,38.3,51.4,64.5,36.3,1.22,12.39
2004-03-04,0.15,38.1,47.3,56.6,32.7,0.14,9.82
2004-03-05,0.05,36.7,43.0,49.2,40.5,0.00,2.99
2004-03-06,0.21,38.8,47.1,55.4,43.6,0.00,4.16
2004-03-07,0.25,36.4,47.6,58.7,36.8,0.39,6.30
2004-03-08,0.43,32.7,41.6,50.5,29.0,0.20,7.74
2004-03-09,0.10,28.5,32.8,37.0,29.5,0.13,1.98
2004-03-10,0.15,32.7,35.7,38.7,28.7,0.22,3.45
2004-03-11,0.00,30.2,35.5,40.7,24.6,0.82,3.73
2004-03-12,0.00,30.4,41.7,53.0,22.3,1.20,10.30
2004-03-13,0.00,24.5,31.5,38.5,14.7,1.40,4.74
2004-03-14,0.00,18.8,29.7,40.6,9.9,0.93,5.90
2004-03-15,0.00,24.0,33.5,43.0,19.8,1.08,6.61
2004-03-16,0.00,31.0,42.8,54.7,19.8,2.12,11.16
2004-03-17,0.65,23.5,28.2,33.0,23.0,0.13,3.17
2004-03-18,0.09,22.8,27.8,32.9,22.0,0.16,2.22
2004-03-19,0.34,23.3,32.2,41.1,23.9,0.03,5.25
2004-03-20,0.00,18.6,29.7,40.9,20.3,0.22,4.81
2004-03-21,0.07,34.6,39.7,44.8,30.6,0.57,5.20
2004-03-22,0.00,11.3,28.1,44.8,17.1,0.52,5.75
2004-03-23,0.00,10.8,20.9,30.9,3.9,0.30,4.19
2004-03-24,0.00,23.0,33.9,44.9,14.5,1.14,7.59
2004-03-25,0.03,24.5,41.7,58.9,27.5,0.22,12.97
2004-03-26,0.12,38.2,43.6,49.0,40.5,0.05,2.98
2004-03-27,0.08,39.1,52.1,65.2,46.3,0.01,10.69
2004-03-28,0.00,38.5,51.2,63.9,44.5,0.68,8.30
2004-03-29,0.00,30.6,46.0,61.4,31.2,1.46,12.31
2004-03-30,0.00,32.6,43.1,53.5,26.1,1.02,9.42
2004-03-31,0.37,32.7,37.8,43.0,32.8,0.04,3.55
2004-04-01,0.14,36.7,41.0,45.3,40.7,0.00,1.33
2004-04-02,0.16,40.5,43.3,46.0,41.0,0.21,1.03
2004-04-03,0.09,38.4,41.8,45.1,36.2,0.56,2.92
2004-04-04,0.07,40.4,43.8,47.1,36.4,0.66,3.62
2004-04-05,0.00,24.5,34.5,44.6,22.9,0.31,4.16
2004-04-06,0.00,24.6,32.6,40.6,7.9,2.06,6.23
2004-04-07,0.00,25.5,37.6,49.6,12.2,2.04,10.37
2004-04-08,0.00,30.5,47.3,64.1,29.6,0.77,14.08
2004-04-09,0.22,30.7,42.9,55.0,34.5,0.00,10.01
2004-04-10,0.00,28.3,43.2,58.1,26.4,0.74,11.32
2004-04-11,0.00,36.1,47.1,58.2,25.8,2.13,12.16
2004-04-12,0.00,36.6,43.0,49.4,28.7,1.50,7.56
2004-04-13,0.85,37.7,45.5,53.4,33.4,0.36,9.42
2004-04-14,0.89,38.3,48.8,59.4,46.8,0.00,2.97
2004-04-15,0.49,40.2,46.5,52.7,39.5,0.44,4.37
2004-04-16,0.00,31.1,43.7,56.3,21.1,1.82,11.34
2004-04-17,0.00,39.8,51.4,63.1,24.5,2.40,16.41
2004-04-18,0.00,48.2,62.5,76.8,43.2,1.66,22.44
2004-04-19,0.00,42.5,58.7,74.8,46.5,0.34,16.34
2004-04-20,0.00,43.1,63.6,84.1,45.9,1.57,30.83
2004-04-21,0.00,50.0,59.5,68.9,38.0,2.69,17.47
2004-04-22,0.04,50.2,55.6,61.0,43.3,0.64,10.62
2004-04-23,0.19,48.4,62.2,76.1,52.0,0.12,17.33
2004-04-24,0.11,44.3,49.9,55.6,45.6,0.34,4.06
2004-04-25,0.00,40.5,51.8,63.0,27.9,2.42,13.89
2004-04-26,0.56,44.1,48.7,53.3,33.6,0.29,10.43
2004-04-27,0.90,44.0,49.3,54.6,49.0,0.08,1.36
2004-04-28,0.10,34.3,47.8,61.4,31.9,0.93,12.58
2004-04-29,0.00,34.6,45.9,57.2,26.2,1.44,12.46
2004-04-30,0.00,40.9,57.9,74.8,43.5,0.00,20.28
2004-05-01,0.00,47.0,61.2,75.3,51.6,0.03,17.42
2004-05-02,0.00,60.1,69.6,79.1,58.5,1.33,17.60
2004-05-03,0.22,50.8,62.8,74.8,59.5,0.56,10.24
2004-05-04,0.36,39.4,45.5,51.6,39.0,0.96,3.93
2004-05-05,0.00,35.0,46.1,57.2,31.1,0.31,10.89
2004-05-06,0.06,35.3,48.4,61.4,44.0,0.04,7.93
2004-05-07,0.52,48.1,57.9,67.8,44.7,0.15,13.68
2004-05-08,0.00,44.4,60.8,77.2,43.5,2.26,17.81
2004-05-09,0.07,45.0,52.4,59.8,33.6,1.14,12.31
2004-05-10,0.00,55.3,59.0,62.7,52.7,1.58,4.32
2004-05-11,0.19,56.5,68.0,79.6,59.6,0.02,16.14
2004-05-12,0.00,60.1,71.7,83.3,61.3,0.59,21.11
2004-05-13,0.36,60.1,72.5,85.0,62.9,0.05,21.92
2004-05-14,0.00,55.9,69.6,83.3,59.4,0.43,20.61
2004-05-15,0.00,56.1,64.9,73.7,59.6,0.24,9.41
2004-05-16,0.59,59.1,71.1,83.2,61.1,0.29,20.80
2004-05-17,0.00,52.6,62.0,71.4,54.4,0.53,10.77
2004-05-18,0.05,55.9,62.8,69.6,58.8,0.00,7.61
2004-05-19,0.00,60.4,68.9,77.3,62.4,0.06,13.45
2004-05-20,0.16,51.3,59.4,67.4,55.0,0.22,7.14
2004-05-21,0.01,52.2,61.0,69.7,53.0,0.10,12.95
2004-05-22,0.00,63.1,69.4,75.7,65.2,0.27,8.03
2004-05-23,0.00,66.1,73.8,81.4,63.6,1.90,16.60
2004-05-24,0.05,68.0,76.6,85.2,65.6,2.05,18.55
2004-05-25,0.11,58.9,71.1,83.3,61.0,1.71,19.73
2004-05-26,0.02,53.7,64.5,75.4,55.9,0.28,13.68
2004-05-27,0.68,57.5,60.4,63.4,56.7,0.32,3.46
2004-05-28,0.07,57.9,65.6,73.3,60.0,0.12,11.31
2004-05-29,0.27,46.0,58.6,71.3,51.5,0.23,11.18
2004-05-30,0.00,48.2,55.7,63.3,35.7,2.74,13.58
2004-05-31,0.00,49.6,59.5,69.5,43.9,0.92,15.89
2004-06-01,0.45,54.2,56.7,59.2,49.9,0.88,6.48
2004-06-02,0.25,52.3,60.3,68.3,53.5,0.49,8.74
2004-06-03,0.08,52.3,62.1,71.8,54.2,0.00,12.78
2004-06-04,0.00,47.9,60.0,72.1,46.7,1.60,16.51
2004-06-05,0.00,52.0,60.3,68.7,45.6,1.43,15.24
2004-06-06,0.13,52.2,55.5,58.9,49.2,1.22,5.46
2004-06-07,0.00,52.5,54.7,57.0,53.4,0.25,1.47
2004-06-08,0.00,54.5,64.3,74.0,58.9,0.00,10.90
2004-06-09,0.00,58.6,69.6,80.6,61.3,0.02,18.69
2004-06-10,0.00,60.7,73.5,86.3,66.1,0.00,22.76
2004-06-11,0.32,58.3,71.7,85.1,58.6,1.46,22.87
2004-06-12,0.00,46.1,54.5,62.9,46.4,0.62,10.01
2004-06-13,0.00,46.7,58.5,70.4,44.6,0.15,16.26
2004-06-14,0.00,57.3,63.0,68.7,50.0,0.81,12.88
2004-06-15,0.00,58.8,67.7,76.7,65.6,0.60,8.56
2004-06-16,0.00,66.2,73.2,80.2,65.3,1.15,11.55
2004-06-17,0.00,66.2,74.5,82.7,64.8,0.73,18.37
2004-06-18,0.15,66.5,74.4,82.3,69.2,0.08,11.97
2004-06-19,0.09,66.4,74.4,82.5,67.9,0.38,13.29
2004-06-20,0.00,48.3,59.9,71.5,49.1,2.35,11.40
2004-06-21,0.00,46.0,55.9,65.8,43.9,0.69,12.07
2004-06-22,0.00,48.7,60.3,72.0,52.2,0.00,14.99
2004-06-23,0.38,57.9,63.1,68.4,63.1,0.00,1.40
2004-06-24,0.00,53.9,63.9,73.9,55.0,0.47,13.58
2004-06-25,0.00,54.3,66.3,78.2,59.6,0.13,16.22
2004-06-26,1.24,60.2,68.3,76.3,62.5,0.00,10.97
2004-06-27,0.00,48.4,60.2,72.1,51.2,0.78,15.53
2004-06-28,0.00,50.0,59.9,69.8,49.2,0.57,13.56
2004-06-29,0.26,53.9,61.8,69.6,54.2,0.29,11.26
2004-06-30,0.00,52.2,63.2,74.2,52.5,0.19,16.66
2004-07-01,0.00,52.4,64.2,76.0,56.4,0.12,15.54
2004-07-02,0.01,58.3,67.0,75.8,61.1,0.05,12.95
2004-07-03,0.00,52.1,64.7,77.3,56.5,0.79,13.76
2004-07-04,0.00,58.4,68.2,78.0,54.9,1.40,19.71
2004-07-05,0.00,58.9,70.8,82.6,59.9,0.00,21.98
2004-07-06,0.00,58.4,71.1,83.9,63.5,0.55,19.32
2004-07-07,0.00,56.2,65.2,74.2,56.9,0.84,12.52
2004-07-08,0.15,56.6,68.3,80.0,64.3,0.21,14.52
2004-07-09,0.26,56.8,67.1,77.4,60.0,0.36,12.35
2004-07-10,0.00,56.4,64.4,72.4,53.6,1.36,12.86
2004-07-11,0.00,56.5,66.2,75.8,57.8,0.49,13.80
2004-07-12,0.02,60.6,71.4,82.2,59.5,0.00,21.84
2004-07-13,2.29,60.6,64.9,69.2,61.4,0.41,5.41
2004-07-14,0.00,62.5,64.8,67.1,61.1,1.23,4.02
2004-07-15,0.30,62.2,66.0,69.8,63.0,0.54,4.55
2004-07-16,0.00,56.3,58.6,60.9,57.3,0.14,0.63
2004-07-17,0.03,58.5,65.2,72.0,60.7,0.20,7.95
2004-07-18,0.00,58.5,68.1,77.7,61.0,0.52,13.94
2004-07-19,0.74,62.4,65.5,68.6,62.1,0.58,3.60
2004-07-20,0.00,62.3,65.8,69.4,62.6,0.21,1.81
2004-07-21,0.02,58.5,68.2,78.0,60.4,0.37,14.98
2004-07-22,0.00,58.3,69.2,80.0,62.7,0.01,15.51
2004-07-23,0.00,66.3,74.2,82.2,67.3,0.29,15.29
2004-07-24,1.18,62.5,68.3,74.1,66.1,0.58,4.38
2004-07-25,0.02,62.3,67.9,73.5,57.3,3.20,12.30
2004-07-26,0.00,60.6,65.5,70.4,58.4,1.50,6.68
2004-07-27,0.00,62.3,68.2,74.1,57.4,1.31,13.73
2004-07-28,1.85,58.7,62.8,66.8,61.9,0.01,4.96
2004-07-29,0.11,58.8,65.2,71.5,63.1,0.14,4.12
2004-07-30,0.00,60.6,68.4,76.3,62.2,0.12,9.96
2004-07-31,0.07,71.3,76.8,82.2,68.9,2.50,12.26
2004-08-01,0.40,68.5,76.0,83.5,69.6,0.27,14.64
2004-08-02,0.17,66.7,73.4,80.1,68.4,0.20,11.53
2004-08-03,0.05,66.7,74.7,82.7,66.2,0.68,16.63
2004-08-04,0.00,64.3,74.2,84.0,66.9,0.21,17.69
2004-08-05,0.06,60.6,71.3,82.0,63.0,0.64,17.97
2004-08-06,0.20,51.2,61.8,72.5,52.8,2.17,11.14
2004-08-07,0.00,49.0,58.7,68.5,47.0,0.21,13.22
2004-08-08,0.00,47.6,57.3,67.0,48.5,0.21,11.46
2004-08-09,0.00,52.5,63.5,74.5,53.8,0.04,16.11
2004-08-10,0.00,55.8,67.6,79.5,56.0,0.45,20.73
2004-08-11,0.00,63.4,71.7,80.1,62.8,0.89,16.00
2004-08-12,0.58,63.7,70.3,76.8,65.6,0.16,7.71
2004-08-13,0.63,65.0,72.0,79.0,66.2,0.10,10.81
2004-08-14,0.07,60.5,67.8,75.2,63.9,0.32,8.23
2004-08-15,0.28,63.4,68.9,74.4,62.1,0.59,11.41
2004-08-16,0.22,63.8,68.9,74.0,63.6,0.68,8.51
2004-08-17,0.28,54.3,64.3,74.3,58.5,0.14,11.70
2004-08-18,0.00,59.5,67.3,75.1,58.1,0.55,15.54
2004-08-19,0.00,60.3,68.2,76.2,63.9,0.39,11.23
2004-08-20,0.00,63.9,71.6,79.4,65.9,0.22,13.28
2004-08-21,0.46,64.3,74.4,84.5,67.3,0.00,16.45
2004-08-22,0.67,47.8,61.8,75.9,56.8,0.37,6.69
2004-08-23,0.00,48.4,60.7,73.0,51.5,0.14,15.42
2004-08-24,0.00,53.8,66.2,78.6,60.4,0.03,15.12
2004-08-25,0.00,60.7,68.8,76.8,59.6,1.42,13.82
2004-08-26,0.00,53.0,64.0,75.0,55.4,0.61,14.77
2004-08-27,0.00,59.9,67.3,74.6,61.7,0.65,10.28
2004-08-28,0.00,63.9,71.7,79.6,65.9,0.39,11.87
2004-08-29,0.28,66.5,76.1,85.7,68.9,0.59,16.19
