PRISM Time Series Data
Location:  Lat: 38.7616   Lon: -83.3984   Elev: 866ft
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 2000-01-01 - 2022-01-01
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2024-Mar-22
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
2005-07-25,0.00,69.2,79.9,90.6,71.1,0.36,24.18
2005-07-26,0.00,71.3,83.6,96.0,72.8,0.96,28.99
2005-07-27,0.00,72.9,84.1,95.2,72.0,2.44,31.72
2005-07-28,0.00,63.1,73.6,84.0,64.7,0.85,15.54
2005-07-29,0.00,60.6,72.0,83.5,61.4,1.00,21.59
2005-07-30,0.00,59.8,72.9,86.0,59.5,1.29,26.53
2005-07-31,0.00,61.9,75.7,89.5,60.4,1.11,31.95
2005-08-01,0.00,62.4,76.6,90.8,62.5,0.68,32.43
2005-08-02,0.00,62.3,77.0,91.7,62.7,0.78,34.44
2005-08-03,0.00,62.7,78.5,94.3,63.4,0.57,39.07
2005-08-04,0.00,64.7,79.9,95.1,64.0,0.76,39.84
2005-08-05,0.00,67.5,81.7,95.8,65.7,0.59,40.52
2005-08-06,0.00,65.9,78.3,90.7,68.5,0.00,26.21
2005-08-07,0.00,63.2,73.1,83.1,65.9,0.16,17.02
2005-08-08,0.58,63.3,75.8,88.2,65.8,0.07,24.82
2005-08-09,0.00,61.4,73.4,85.4,63.6,0.17,23.34
2005-08-10,0.00,62.4,75.5,88.6,64.7,0.25,26.22
2005-08-11,0.00,65.9,78.6,91.3,66.2,0.58,31.19
2005-08-12,0.01,68.3,80.3,92.3,68.8,0.87,28.93
2005-08-13,0.00,68.3,81.9,95.5,66.9,1.13,37.88
2005-08-14,0.17,67.0,81.2,95.5,66.9,0.59,37.73
2005-08-15,0.00,67.4,78.8,90.2,67.6,0.56,26.88
2005-08-16,0.00,67.5,77.8,88.0,67.1,0.75,23.41
2005-08-17,0.25,62.4,71.0,79.7,65.2,0.34,12.80
2005-08-18,0.00,63.4,75.0,86.5,61.9,1.12,26.02
2005-08-19,0.83,67.5,76.3,85.1,70.3,0.61,16.62
2005-08-20,0.04,69.5,80.1,90.7,70.4,0.56,24.49
2005-08-21,0.00,68.7,82.0,95.3,71.5,0.31,31.56
2005-08-22,0.00,60.4,75.2,90.1,59.9,0.91,32.74
2005-08-23,0.00,57.3,71.4,85.5,56.7,1.46,27.11
2005-08-24,0.00,55.3,68.6,82.0,54.7,1.48,23.09
2005-08-25,0.00,54.5,69.2,83.9,53.7,0.99,26.90
2005-08-26,0.30,64.0,76.9,89.8,60.9,1.79,34.13
2005-08-27,1.97,65.8,70.6,75.3,69.1,0.03,5.58
2005-08-28,0.04,64.6,73.3,82.1,67.5,0.39,13.40
2005-08-29,0.14,65.3,75.8,86.2,63.8,0.52,26.38
2005-08-30,0.31,66.5,70.4,74.2,68.2,0.17,4.51
2005-08-31,1.42,66.1,70.6,75.1,69.4,0.08,4.35
2005-09-01,0.09,59.4,69.7,79.9,62.6,0.28,15.85
2005-09-02,0.00,59.1,71.3,83.5,62.1,0.30,21.32
2005-09-03,0.00,53.8,69.3,84.9,53.6,0.61,28.70
2005-09-04,0.00,53.2,67.2,81.1,55.2,0.50,22.64
2005-09-05,0.00,53.1,66.4,79.7,54.3,0.59,20.58
2005-09-06,0.00,53.1,67.4,81.7,55.6,0.58,22.20
2005-09-07,0.00,52.3,67.3,82.2,56.3,0.11,22.07
2005-09-08,0.00,51.8,67.1,82.4,55.3,0.08,23.78
2005-09-09,0.00,54.4,68.8,83.2,59.0,0.01,22.77
2005-09-10,0.00,58.1,71.0,83.9,63.1,0.02,19.75
2005-09-11,0.00,54.7,69.6,84.6,59.3,0.38,23.42
2005-09-12,0.00,55.7,70.9,86.1,56.2,0.63,29.37
2005-09-13,0.00,54.6,70.2,85.8,59.2,0.02,26.25
2005-09-14,0.00,56.8,71.0,85.2,60.0,0.05,24.56
2005-09-15,0.00,59.3,72.0,84.7,63.5,0.01,22.60
2005-09-16,0.00,62.0,73.6,85.1,65.8,0.08,20.87
2005-09-17,0.37,61.8,72.2,82.5,64.1,0.67,16.77
2005-09-18,0.00,55.5,65.3,75.1,58.9,0.13,12.31
2005-09-19,0.00,54.4,66.8,79.1,57.7,0.12,18.18
2005-09-20,0.66,56.3,70.7,85.1,61.6,0.56,24.35
2005-09-21,0.09,57.5,68.7,79.8,63.2,0.03,14.38
2005-09-22,0.00,57.0,69.8,82.6,60.1,0.23,20.60
2005-09-23,0.00,57.7,72.6,87.5,64.7,0.05,24.68
2005-09-24,0.52,61.3,72.8,84.3,64.5,0.50,17.78
2005-09-25,0.00,63.6,74.8,86.0,66.5,0.65,19.34
2005-09-26,0.22,65.6,73.7,81.7,65.5,0.77,15.59
2005-09-27,0.19,55.6,65.4,75.2,61.9,0.33,9.10
2005-09-28,0.00,49.2,62.9,76.6,52.2,0.22,19.20
2005-09-29,0.39,49.7,65.9,82.0,58.0,0.43,20.57
2005-09-30,0.00,39.5,53.0,66.5,41.0,0.25,14.13
2005-10-01,0.00,41.3,56.2,71.2,42.9,0.28,17.35
2005-10-02,0.00,48.7,64.8,80.8,55.5,0.43,21.70
2005-10-03,0.00,56.5,70.4,84.3,61.6,0.30,21.30
2005-10-04,0.00,54.0,69.1,84.3,58.5,0.21,23.87
2005-10-05,0.00,54.6,69.6,84.5,56.5,0.83,25.24
2005-10-06,0.00,55.8,69.9,84.0,58.1,0.60,24.27
2005-10-07,0.12,56.5,69.7,83.0,60.7,0.72,19.50
2005-10-08,0.22,50.5,55.4,60.2,51.5,0.50,2.42
2005-10-09,0.01,48.6,51.4,54.2,47.0,0.98,2.99
2005-10-10,0.00,49.3,52.3,55.3,50.2,0.24,2.82
2005-10-11,0.01,52.6,57.8,63.0,55.2,0.25,4.40
2005-10-12,0.00,56.9,64.4,71.8,57.6,0.67,9.52
2005-10-13,0.00,53.9,59.8,65.7,55.0,0.38,5.48
2005-10-14,0.00,49.4,60.0,70.5,53.4,0.04,11.54
2005-10-15,0.00,47.6,60.3,73.0,51.8,0.21,13.84
2005-10-16,0.00,38.4,55.7,72.9,38.6,0.64,20.39
2005-10-17,0.00,38.0,51.2,64.3,39.7,0.44,12.07
2005-10-18,0.00,38.4,54.4,70.3,41.8,0.38,18.21
2005-10-19,0.00,42.6,59.3,76.0,43.7,0.48,21.95
2005-10-20,0.47,43.3,62.8,82.2,50.5,0.40,22.00
2005-10-21,0.46,47.7,57.3,67.0,47.7,0.30,9.77
2005-10-22,0.46,46.5,51.7,57.0,49.1,0.09,2.60
2005-10-23,0.03,41.3,48.3,55.3,41.8,0.27,6.85
2005-10-24,0.28,36.5,44.2,51.9,41.8,0.11,3.50
2005-10-25,0.47,35.5,39.5,43.6,38.0,0.10,1.79
2005-10-26,0.14,36.0,41.3,46.7,38.3,0.22,2.80
2005-10-27,0.00,33.8,43.6,53.3,35.2,0.18,7.37
2005-10-28,0.00,33.3,43.4,53.5,35.1,0.34,6.88
2005-10-29,0.00,29.8,41.2,52.5,31.8,0.26,7.25
2005-10-30,0.00,29.2,43.0,56.8,31.4,0.33,9.72
2005-10-31,0.00,31.5,47.9,64.3,33.5,0.58,14.40
2005-11-01,0.00,38.8,54.1,69.4,38.0,1.22,16.56
2005-11-02,0.21,36.6,46.8,56.9,42.0,0.05,6.31
2005-11-03,0.00,35.4,48.1,60.8,39.2,0.08,9.79
2005-11-04,0.00,42.0,56.5,71.1,37.8,1.86,18.48
2005-11-05,0.00,48.9,59.3,69.7,49.6,1.02,12.94
2005-11-06,0.00,54.7,64.4,74.2,55.3,1.15,13.77
2005-11-07,0.06,38.1,53.7,69.3,43.9,0.34,13.95
2005-11-08,0.00,38.9,51.3,63.7,41.1,0.36,11.47
2005-11-09,0.00,50.3,61.9,73.5,55.6,0.74,12.76
2005-11-10,0.00,39.9,57.2,74.5,43.8,2.47,13.39
2005-11-11,0.00,28.7,40.4,52.0,27.7,0.63,8.10
2005-11-12,0.00,29.2,42.6,56.0,26.1,0.67,10.84
2005-11-13,0.00,36.7,52.4,68.2,28.0,1.78,19.13
2005-11-14,0.10,38.6,49.3,60.0,44.8,0.63,7.97
2005-11-15,0.48,39.7,49.5,59.4,44.9,0.20,6.94
2005-11-16,0.54,42.9,57.8,72.8,52.8,0.44,12.78
2005-11-17,0.00,23.9,33.7,43.6,23.3,1.14,3.98
2005-11-18,0.00,16.6,25.2,33.8,13.8,0.35,3.88
2005-11-19,0.00,18.3,29.3,40.3,16.6,0.46,5.59
2005-11-20,0.00,24.6,39.8,55.1,21.7,0.96,11.25
2005-11-21,0.00,31.2,45.1,58.9,27.0,1.23,12.38
2005-11-22,0.00,31.7,43.3,54.9,32.2,0.74,9.24
2005-11-23,0.00,25.6,33.4,41.1,22.6,0.82,4.13
2005-11-24,0.08,28.2,37.5,46.9,29.6,0.60,4.60
2005-11-25,0.00,11.9,27.5,43.0,11.3,0.63,4.71
2005-11-26,0.00,14.0,22.8,31.6,4.7,0.93,4.30
2005-11-27,0.00,24.5,39.0,53.5,24.3,1.60,9.77
2005-11-28,0.00,43.0,52.0,61.0,40.7,2.23,10.39
2005-11-29,0.49,45.8,59.8,73.8,50.0,0.42,15.12
2005-11-30,0.00,33.3,42.2,51.1,29.9,1.33,5.79
2005-12-01,0.00,23.3,31.2,39.2,23.7,0.23,3.80
2005-12-02,0.03,22.5,29.2,35.9,25.2,0.26,2.11
2005-12-03,0.00,21.1,25.8,30.5,13.8,0.89,3.04
2005-12-04,0.28,24.4,29.7,35.1,23.8,0.11,2.68
2005-12-05,0.00,25.6,29.3,32.9,26.6,0.25,1.02
2005-12-06,0.00,20.0,24.6,29.3,18.7,0.49,1.54
2005-12-07,0.00,17.3,23.5,29.7,17.9,0.38,2.09
2005-12-08,0.00,15.3,23.6,32.0,13.7,0.34,3.33
2005-12-09,0.40,15.9,25.8,35.8,21.8,0.19,2.57
2005-12-10,0.00,16.0,19.8,23.6,14.9,0.30,1.32
2005-12-11,0.03,17.4,27.4,37.4,20.7,0.18,4.02
2005-12-12,0.07,26.5,31.3,36.1,25.6,0.35,2.34
2005-12-13,0.00,12.5,21.7,30.8,15.5,0.22,2.56
2005-12-14,0.00,14.6,24.6,34.6,16.6,0.27,3.44
2005-12-15,0.30,25.1,30.9,36.6,26.2,0.35,2.63
2005-12-16,0.38,28.7,33.7,38.7,31.9,0.04,1.47
2005-12-17,0.00,22.7,29.8,37.0,21.9,0.33,3.62
2005-12-18,0.00,21.1,30.8,40.5,19.8,0.50,5.22
2005-12-19,0.00,17.3,28.5,39.8,18.2,0.57,4.93
2005-12-20,0.00,8.0,17.1,26.1,6.3,0.33,2.88
2005-12-21,0.00,8.5,19.4,30.2,11.2,0.31,3.40
2005-12-22,0.00,15.4,25.8,36.1,18.3,0.33,3.79
2005-12-23,0.00,24.9,32.0,39.2,24.0,0.67,3.53
2005-12-24,0.00,27.9,39.8,51.7,26.0,0.92,8.00
2005-12-25,0.53,30.2,42.4,54.6,33.5,0.07,8.42
2005-12-26,0.15,33.0,39.7,46.4,37.5,0.10,1.46
2005-12-27,0.00,32.7,35.4,38.2,30.6,0.45,1.94
2005-12-28,0.00,32.2,42.2,52.1,35.8,0.49,6.00
2005-12-29,0.32,34.2,47.8,61.4,41.1,0.14,8.22
2005-12-30,0.03,34.8,36.0,37.3,34.1,0.18,0.94
2005-12-31,0.01,36.0,39.3,42.7,35.6,0.28,2.19
2006-01-01,0.00,27.4,35.7,44.0,31.1,0.08,3.85
2006-01-02,0.68,30.0,41.1,52.2,33.6,0.43,7.48
2006-01-03,0.30,45.1,52.5,59.9,48.5,0.29,4.46
2006-01-04,0.02,43.0,45.5,47.9,42.2,0.42,1.78
2006-01-05,0.00,38.7,49.1,59.4,38.8,0.75,8.43
2006-01-06,0.03,31.1,35.2,39.4,31.2,0.50,2.16
2006-01-07,0.00,27.0,29.4,31.8,20.4,0.83,2.31
2006-01-08,0.00,27.2,35.7,44.2,25.2,0.87,5.17
2006-01-09,0.00,30.0,46.0,61.9,33.8,0.76,13.13
2006-01-10,0.00,32.3,42.4,52.4,33.4,0.74,6.07
2006-01-11,0.26,31.5,40.1,48.8,40.1,0.16,2.83
2006-01-12,0.00,30.6,40.7,50.9,35.8,0.24,4.00
2006-01-13,0.00,30.5,43.9,57.4,33.1,0.41,10.24
2006-01-14,0.50,31.8,46.2,60.6,37.7,0.17,10.46
2006-01-15,0.00,25.2,30.6,35.9,22.9,0.55,2.96
2006-01-16,0.00,24.4,32.9,41.5,22.7,0.55,4.69
2006-01-17,0.11,30.1,43.4,56.7,37.1,0.51,8.76
2006-01-18,1.15,27.6,41.7,55.8,40.4,0.14,2.46
2006-01-19,0.02,25.1,29.9,34.6,23.0,0.31,2.33
2006-01-20,0.00,32.3,46.4,60.5,32.0,1.77,11.59
2006-01-21,0.00,47.7,54.7,61.7,40.9,2.04,9.70
2006-01-22,0.00,27.9,41.8,55.6,30.0,0.62,5.24
2006-01-23,1.52,29.0,34.9,40.8,32.4,0.14,3.09
2006-01-24,0.00,25.6,35.4,45.1,29.0,0.22,4.93
2006-01-25,0.01,27.7,39.4,51.2,27.2,0.48,7.57
2006-01-26,0.00,27.9,32.0,36.1,22.0,0.82,3.21
2006-01-27,0.00,21.8,31.3,40.8,20.4,0.44,4.95
2006-01-28,0.00,21.8,35.5,49.2,24.8,0.60,7.73
2006-01-29,0.13,39.1,49.7,60.2,32.0,1.32,11.87
2006-01-30,0.00,39.2,50.0,60.8,40.7,0.76,9.28
2006-01-31,0.03,33.6,43.8,54.0,33.2,0.66,7.66
2006-02-01,0.00,26.5,32.1,37.6,26.9,0.42,2.77
2006-02-02,0.00,27.3,39.9,52.5,29.7,0.36,8.01
2006-02-03,0.25,42.4,48.8,55.1,37.9,0.28,8.66
2006-02-04,0.31,39.2,46.4,53.5,39.0,0.45,5.92
2006-02-05,0.21,26.3,33.9,41.6,30.3,0.25,1.28
2006-02-06,0.00,23.5,25.7,27.9,20.5,0.57,1.33
2006-02-07,0.00,19.4,29.1,38.9,17.6,0.51,4.81
2006-02-08,0.00,19.8,29.3,38.7,16.8,0.66,5.18
2006-02-09,0.00,17.8,27.1,36.3,17.4,0.42,4.21
2006-02-10,0.00,18.1,27.1,36.1,16.7,0.49,4.33
2006-02-11,0.03,27.1,35.1,43.1,23.9,0.63,5.69
2006-02-12,0.05,24.9,30.6,36.4,26.0,0.32,2.42
2006-02-13,0.03,23.5,28.2,33.0,20.6,0.52,2.75
2006-02-14,0.00,23.1,27.8,32.6,18.9,0.63,2.96
2006-02-15,0.00,27.9,41.1,54.3,24.5,1.19,9.83
2006-02-16,0.00,33.2,47.3,61.3,36.2,1.68,11.13
2006-02-17,0.30,35.4,52.3,69.1,42.9,0.95,15.06
2006-02-18,0.02,23.6,30.6,37.7,19.3,1.03,3.71
2006-02-19,0.03,4.0,14.1,24.3,4.5,0.30,2.03
2006-02-20,0.01,5.0,14.7,24.5,5.9,0.35,2.62
2006-02-21,0.00,18.2,24.7,31.1,13.8,0.96,3.28
2006-02-22,0.00,26.9,36.5,46.0,22.9,0.55,6.86
2006-02-23,0.00,30.4,36.9,43.4,33.7,0.46,2.47
2006-02-24,0.00,25.7,39.5,53.4,22.4,0.40,10.63
2006-02-25,0.00,27.3,38.4,49.6,17.6,1.38,8.52
2006-02-26,0.00,20.6,38.9,57.1,17.5,1.38,11.16
2006-02-27,0.00,19.7,27.9,36.0,7.5,1.23,5.46
2006-02-28,0.00,25.6,37.0,48.3,18.9,1.11,8.62
2006-03-01,0.00,32.9,44.0,55.2,26.6,1.47,9.93
2006-03-02,0.00,39.2,49.0,58.9,31.9,2.76,9.82
2006-03-03,0.00,30.9,47.6,64.3,30.7,1.28,13.96
2006-03-04,0.00,17.0,28.6,40.2,18.2,0.33,4.99
2006-03-05,0.00,17.3,31.0,44.7,16.5,0.37,7.07
2006-03-06,0.08,20.2,34.3,48.3,26.0,0.15,8.32
2006-03-07,0.12,25.0,33.3,41.5,30.6,0.11,2.10
2006-03-08,0.00,26.0,36.9,47.9,22.4,0.69,7.90
2006-03-09,0.24,36.7,47.1,57.5,37.2,0.92,9.04
2006-03-10,0.09,51.9,61.3,70.6,45.7,1.97,16.61
2006-03-11,0.00,37.1,48.4,59.7,40.1,0.57,8.61
2006-03-12,2.31,39.9,48.9,57.9,48.6,0.12,3.12
2006-03-13,0.94,50.2,57.1,64.0,56.3,0.00,4.65
2006-03-14,1.07,37.0,54.8,72.7,46.4,1.48,13.12
2006-03-15,0.00,33.8,41.2,48.6,23.7,1.91,7.58
2006-03-16,0.00,33.6,43.0,52.3,23.1,1.67,9.74
2006-03-17,0.01,34.4,45.1,55.9,26.8,0.80,10.95
2006-03-18,0.00,24.0,36.3,48.7,24.1,0.67,7.26
2006-03-19,0.00,22.2,34.1,46.0,15.9,0.65,7.67
2006-03-20,0.00,24.2,35.6,47.1,19.4,0.76,7.72
2006-03-21,0.09,26.7,35.7,44.7,23.3,0.74,6.02
2006-03-22,0.13,18.6,24.3,30.1,21.6,0.31,1.45
2006-03-23,0.00,19.4,29.6,39.8,22.7,0.32,3.95
2006-03-24,0.00,26.1,36.9,47.7,27.5,0.42,6.78
2006-03-25,0.25,32.5,39.2,45.8,31.9,0.36,4.96
2006-03-26,0.12,31.4,36.9,42.5,30.2,0.39,3.97
2006-03-27,0.00,26.2,36.9,47.5,28.1,0.27,6.03
2006-03-28,0.11,28.3,41.1,53.9,30.8,0.41,9.30
2006-03-29,0.05,39.2,46.3,53.3,41.3,0.17,5.00
2006-03-30,0.00,33.3,46.5,59.6,37.6,0.16,9.62
2006-03-31,0.00,37.0,55.5,74.1,39.4,1.02,21.35
2006-04-01,0.74,47.3,59.3,71.3,51.9,0.85,15.15
2006-04-02,0.00,44.2,53.1,62.0,43.6,0.77,8.85
2006-04-03,0.54,46.0,59.3,72.6,48.3,0.75,17.71
2006-04-04,0.17,34.6,50.2,65.8,38.9,0.54,10.49
2006-04-05,0.00,36.9,47.4,58.0,27.3,1.03,12.03
2006-04-06,0.00,38.3,49.6,61.0,27.6,2.24,13.75
2006-04-07,0.29,42.4,52.5,62.6,41.5,0.26,13.20
2006-04-08,0.37,38.7,58.3,77.9,48.5,0.36,20.87
2006-04-09,0.00,27.9,39.6,51.3,27.7,0.51,7.48
2006-04-10,0.00,29.5,43.4,57.4,27.9,0.36,11.20
2006-04-11,0.00,35.3,51.8,68.2,30.5,0.88,18.51
2006-04-12,0.00,46.2,61.7,77.1,38.3,3.54,24.21
2006-04-13,0.00,56.4,67.4,78.4,48.0,2.60,21.92
2006-04-14,0.46,54.1,67.7,81.3,45.2,0.74,28.84
2006-04-15,0.45,56.6,68.7,80.8,57.8,0.77,18.58
2006-04-16,0.00,55.0,68.9,82.8,53.7,1.64,23.77
2006-04-17,0.67,53.2,66.8,80.5,50.5,0.62,23.23
2006-04-18,0.24,42.0,54.5,66.9,44.1,0.64,12.13
2006-04-19,0.00,43.3,58.0,72.7,40.2,0.69,19.77
2006-04-20,0.00,45.4,62.1,78.7,40.6,1.58,26.00
2006-04-21,0.00,50.2,64.6,79.0,52.0,0.33,24.72
2006-04-22,0.30,55.0,61.0,66.9,58.1,0.17,4.99
2006-04-23,0.02,52.1,63.5,75.0,47.5,0.88,20.35
2006-04-24,0.00,46.0,59.6,73.3,42.6,1.24,20.12
2006-04-25,0.00,45.2,59.6,74.0,44.9,0.61,19.23
2006-04-26,0.68,38.4,55.6,72.7,43.6,0.52,15.74
2006-04-27,0.00,36.7,49.1,61.4,34.5,0.58,12.24
2006-04-28,0.00,40.0,54.8,69.6,34.9,1.27,18.49
2006-04-29,0.00,42.7,56.7,70.8,33.0,2.40,19.53
2006-04-30,0.00,47.0,60.0,72.9,40.9,1.58,19.05
2006-05-01,0.20,50.7,60.8,70.9,45.2,0.65,17.88
2006-05-02,0.00,51.4,61.2,71.0,46.5,1.15,15.40
2006-05-03,0.02,48.5,60.5,72.5,52.1,0.49,13.92
2006-05-04,0.00,52.1,63.9,75.8,51.7,0.38,18.12
2006-05-05,0.06,53.5,66.1,78.6,53.7,2.16,19.66
2006-05-06,0.00,46.8,59.7,72.7,44.0,1.92,17.57
2006-05-07,0.00,44.7,55.8,67.0,38.4,2.43,14.83
2006-05-08,0.00,42.6,52.2,61.8,39.0,0.72,11.28
2006-05-09,0.00,44.4,56.9,69.4,44.2,0.50,15.56
2006-05-10,0.00,48.1,61.6,75.0,50.7,0.44,18.01
2006-05-11,0.12,54.7,62.5,70.2,59.0,0.81,7.76
2006-05-12,0.10,48.0,53.7,59.5,46.7,0.92,6.63
2006-05-13,0.16,48.2,52.3,56.3,45.4,0.63,5.64
2006-05-14,0.05,47.0,57.0,66.9,46.2,0.47,13.74
2006-05-15,0.01,43.7,49.4,55.0,44.7,0.32,4.93
2006-05-16,0.04,44.3,51.5,58.7,45.8,0.21,7.19
2006-05-17,0.18,46.4,54.9,63.3,49.4,0.05,7.88
2006-05-18,0.27,48.8,58.2,67.6,50.5,0.13,10.87
2006-05-19,0.29,42.9,53.5,64.1,43.7,0.32,11.53
2006-05-20,0.00,43.4,55.7,68.0,42.7,0.91,15.64
2006-05-21,0.00,43.0,56.0,68.9,40.4,0.66,16.79
2006-05-22,0.00,40.4,55.9,71.5,38.5,1.75,17.89
2006-05-23,0.00,38.0,53.1,68.2,35.5,0.94,16.58
2006-05-24,0.00,42.5,56.9,71.2,36.7,1.48,19.68
2006-05-25,0.12,49.4,63.1,76.8,45.9,1.17,23.36
2006-05-26,0.49,58.9,70.7,82.5,61.5,0.24,17.56
2006-05-27,0.12,59.0,68.8,78.6,62.0,0.66,14.51
2006-05-28,0.00,58.1,70.4,82.7,61.1,0.26,20.44
2006-05-29,0.00,60.4,74.0,87.7,61.4,1.11,27.24
2006-05-30,0.00,60.0,74.7,89.4,61.0,0.45,31.03
2006-05-31,0.00,63.3,76.6,89.9,63.4,0.93,29.92
2006-06-01,0.54,63.2,76.5,89.9,65.1,0.34,28.12
2006-06-02,0.05,63.9,74.1,84.3,65.3,0.29,18.61
2006-06-03,0.48,53.5,62.8,72.0,57.8,0.39,9.30
2006-06-04,0.00,52.8,65.0,77.3,54.1,0.42,18.84
2006-06-05,0.05,49.1,61.3,73.6,51.8,0.49,15.95
2006-06-06,0.00,49.0,63.2,77.4,48.3,0.62,22.05
2006-06-07,0.00,55.0,68.2,81.5,51.4,0.96,25.81
2006-06-08,0.06,58.2,68.2,78.1,59.1,0.32,17.97
2006-06-09,0.00,57.1,67.3,77.6,59.5,0.49,15.04
2006-06-10,0.00,55.0,67.7,80.4,53.6,1.31,22.57
2006-06-11,0.73,54.0,57.2,60.4,53.6,0.50,4.18
2006-06-12,0.02,54.7,60.2,65.8,52.8,1.39,8.44
2006-06-13,0.00,49.2,61.2,73.2,49.9,0.27,16.27
2006-06-14,0.00,51.7,64.4,77.0,52.9,0.58,18.63
2006-06-15,0.00,52.1,65.5,78.8,52.5,0.83,20.19
2006-06-16,0.00,52.2,66.3,80.4,49.7,0.78,24.24
2006-06-17,0.00,54.2,68.7,83.2,53.2,0.39,25.45
2006-06-18,0.00,60.7,74.1,87.4,62.9,0.79,25.70
2006-06-19,0.31,66.7,76.4,86.2,63.2,1.85,24.55
2006-06-20,0.53,59.9,71.8,83.8,60.8,0.77,20.55
2006-06-21,0.00,61.6,73.5,85.5,61.0,1.04,25.82
2006-06-22,0.36,65.0,76.1,87.3,69.3,0.59,19.27
2006-06-23,0.88,65.9,78.3,90.7,67.6,0.66,23.79
2006-06-24,0.04,63.6,71.1,78.6,64.9,0.76,11.97
2006-06-25,0.00,63.5,71.0,78.5,60.9,2.91,14.66
2006-06-26,0.00,63.1,69.2,75.2,59.0,1.80,13.90
2006-06-27,0.00,63.1,69.4,75.8,63.8,0.90,10.57
2006-06-28,0.00,61.6,71.7,81.9,62.3,0.87,18.66
2006-06-29,0.25,57.4,68.8,80.2,58.3,1.06,19.00
2006-06-30,0.00,54.9,67.5,80.1,56.0,0.73,21.39
2006-07-01,0.00,59.0,70.4,81.9,56.9,0.95,23.48
2006-07-02,0.00,63.1,75.9,88.6,64.0,1.56,26.79
2006-07-03,0.00,67.2,79.2,91.1,65.6,0.88,30.67
2006-07-04,0.00,68.3,80.1,91.9,67.4,1.69,30.67
2006-07-05,0.02,67.6,78.1,88.5,68.1,1.10,22.08
2006-07-06,0.00,51.7,63.2,74.6,56.7,0.79,12.29
2006-07-07,0.00,52.8,64.7,76.7,52.2,0.82,19.04
2006-07-08,0.00,52.9,65.5,78.1,54.5,0.31,19.61
2006-07-09,0.00,58.4,69.6,80.8,57.2,0.88,21.30
2006-07-10,0.00,60.5,71.2,81.9,59.7,0.97,21.51
2006-07-11,0.00,64.9,76.0,87.0,64.3,0.92,24.89
2006-07-12,0.63,67.3,72.8,78.4,69.8,0.15,8.13
2006-07-13,0.37,69.8,77.1,84.4,70.5,0.17,15.93
2006-07-14,0.06,70.3,76.8,83.2,71.3,0.85,11.88
2006-07-15,0.13,69.4,79.1,88.8,71.1,0.49,20.06
2006-07-16,0.00,67.5,78.1,88.7,68.9,0.96,23.88
2006-07-17,0.00,66.6,79.0,91.4,67.2,0.94,30.64
2006-07-18,0.00,67.0,79.4,91.9,68.3,0.49,29.64
2006-07-19,0.09,67.4,78.7,90.1,68.3,1.04,25.32
2006-07-20,0.00,68.9,80.0,91.0,70.2,1.00,25.98
2006-07-21,0.00,71.3,80.6,90.0,70.3,1.58,22.61
2006-07-22,1.32,66.8,77.8,88.8,68.7,1.01,21.65
2006-07-23,0.03,60.4,69.8,79.2,61.9,0.98,15.71
2006-07-24,0.00,59.1,70.6,82.0,59.0,0.97,22.18
2006-07-25,0.00,61.5,73.3,85.0,61.4,0.90,24.26
2006-07-26,0.00,64.0,75.4,86.7,63.2,1.17,25.38
2006-07-27,0.00,71.3,79.3,87.2,67.7,3.12,22.61
2006-07-28,0.06,70.4,78.1,85.9,69.0,2.28,17.55
2006-07-29,0.53,69.0,74.6,80.2,70.0,0.63,9.11
2006-07-30,0.00,69.2,76.0,82.9,71.1,0.24,10.97
2006-07-31,0.00,69.5,79.3,89.1,71.4,0.82,21.50
2006-08-01,0.00,69.2,79.9,90.6,72.1,0.22,22.38
2006-08-02,0.00,70.4,81.8,93.2,72.4,0.55,27.29
2006-08-03,0.01,72.2,83.1,94.0,71.8,1.78,29.85
2006-08-04,0.53,71.3,82.6,93.9,70.6,1.97,29.97
2006-08-05,0.00,60.9,72.9,84.9,62.3,1.35,22.01
2006-08-06,0.00,62.6,75.1,87.6,61.7,0.97,27.10
2006-08-07,0.00,68.1,80.1,92.1,70.2,0.07,27.20
2006-08-08,0.29,71.2,81.7,92.3,70.6,1.68,27.82
2006-08-09,0.00,65.6,76.3,87.0,64.4,2.30,23.34
2006-08-10,0.00,66.6,75.1,83.6,67.4,0.41,17.49
2006-08-11,0.02,69.1,77.2,85.2,68.6,1.77,17.13
2006-08-12,0.01,62.0,69.0,75.9,61.7,2.72,10.57
2006-08-13,0.00,59.8,69.9,80.0,58.3,1.69,18.15
2006-08-14,0.00,61.6,73.0,84.4,62.9,0.83,21.65
2006-08-15,0.45,65.4,75.8,86.2,68.7,1.27,19.04
2006-08-16,0.00,57.1,70.3,83.6,57.6,1.15,24.34
2006-08-17,0.00,57.1,71.2,85.4,58.1,0.17,26.20
2006-08-18,0.00,60.4,74.9,89.4,63.6,0.01,28.98
2006-08-19,0.06,66.1,75.9,85.7,68.9,0.75,17.76
